BOS подмети там пока я буду на кухне EOS O	B-SmartVacuumCleaner.COMMAND B-SmartVacuumCleaner.LOC O B-SmartVacuumCleaner.Actor B-SmartVacuumCleaner.Action O B-SmartVacuumCleaner.LOC SmartVacuumCleaner
BOS пропылесось здесь пока я буду в комнате EOS O	B-SmartVacuumCleaner.COMMAND B-SmartVacuumCleaner.LOCCurrent O B-SmartVacuumCleaner.Actor B-SmartVacuumCleaner.Action O B-SmartVacuumCleaner.LOC SmartVacuumCleaner
BOS если меня нет дома не мой пол EOS O	O B-SmartVacuumCleaner.Actor B-SmartVacuumCleaner.Action B-SmartVacuumCleaner.LOC O B-SmartVacuumCleaner.COMMAND B-SmartVacuumCleaner.CommandFeature SmartVacuumCleaner
BOS пропылесосить здесь покуда я буду на кухне EOS O	B-SmartVacuumCleaner.COMMAND B-SmartVacuumCleaner.LOCCurrent O B-SmartVacuumCleaner.Actor B-SmartVacuumCleaner.Action O B-SmartVacuumCleaner.LOC SmartVacuumCleaner
BOS запомни передачу если я лягу EOS O	B-TVSet.COMMAND B-TVSet.DeviceFeature O B-TVSet.Actor B-TVSet.Action TVSet
BOS запиши передачу если я засну EOS O	B-TVSet.COMMAND B-TVSet.Devicefeature O B-TVSet.Actor B-TVSet.Action TVSet
BOS где пульт от телевизора EOS O	B-TVSet.DeviceQuestion B-TVSet.DeviceFeature O B-TVSet.DEVICE TVSet
BOS включай информационноразвлекательную когда я приду домой EOS O	B-TVSet.COMMAND B-TVSet.DeviceFeature O O O O TVSet
BOS пульт EOS O	B-TVSet.DeviceFeature TVSet
BOS выключи информационноразвлекательную программу если я прихожу домой EOS O	B-TVSet.COMMAND B-TVSet.DeviceFeature I-TVSet.DeviceFeature B-TVSet.Actor B-TVSet.Action B-TVSet.LOC O TVSet
BOS запиши программу если я усну EOS O	B-TVSet.COMMAND B-TVSet.CommandFeature O B-TVSet.Actor B-TVSet.Action TVSet
BOS делай чуть тише EOS O	B-TVSet.COMMAND B-TVSet.IntensityQuantifier B-TVSet.CommandFeature TVSet
BOS включи телевизор EOS O	B-TVSet.COMMAND B-TVSet.DEVICE TVSet
BOS проверь второй этаж EOS O	B-MotionSensor.COMMAND B-MotionSensor.LOC I-MotionSensor.LOC MotionSensor
BOS проверь датчик движения за сегодня EOS O	B-MotionSensor.Analytics B-MotionSensor.DEVICE I-MotionSensor.DEVICE O B-MotionSensor.Duration MotionSensor
BOS предупреди если автомобиль сзади меня придется очень вплотную EOS O	B-MotionSensor.COMMAND O O O O O O O MotionSensor
BOS сообщи был ли ктото дома сегодня EOS O	B-MotionSensor.COMMAND B-MotionSensor.Action O B-MotionSensor.Actor B-MotionSensor.LOC O MotionSensor
BOS кто брал твою машину EOS O	B-MotionSensor.ParameterValueQuestion B-MotionSensor.Action O B-MotionSensor.CommandFeature MotionSensor
BOS ктонибудь был дома сегодня днем EOS O	B-MotionSensor.Actor B-MotionSensor.Action B-MotionSensor.LOC O O MotionSensor
BOS предупреди когда грузовик сзади меня будет вплотную EOS O	B-MotionSensor.COMMAND O B-MotionSensor.CommandFeature B-MotionSensor.LOC I-MotionSensor.LOC B-MotionSensor.FeatureState B-MotionSensor.IntensityQuantifier MotionSensor
BOS снимай парктроник когда я иду домой EOS O	B-MotionSensor.COMMAND B-MotionSensor.CommandFeature O B-MotionSensor.Actor B-MotionSensor.Action O MotionSensor
BOS как доехать до больницы EOS O	B-Phone.RequestQuestion B-Phone.Action O B-Phone.LOC Phone
BOS выведи статистику прослушиваний на мобильник EOS O	B-Phone.COMMAND B-Phone.CommandFeature I-Phone.CommandFeature O B-Phone.DEVICE Phone
BOS сколько дней стоит салат в холодильнике EOS O	B-SmartFridge.RequestQuestion O B-SmartFridge.FeatureState B-SmartFridge.CommandFeature O B-SmartFridge.LOC SmartFridge
BOS сколько мяса осталось EOS O	B-SmartFridge.RequestQuestion B-SmartFridge.CommandFeature B-SmartFridge.Analytics SmartFridge
BOS проверь наличие еды в холодильнике EOS O	B-SmartFridge.Request B-SmartFridge.FeatureState B-SmartFridge.CommandFeature O B-SmartFridge.LOC SmartFridge
BOS сообщи какие фрукты в холодильнике EOS O	B-SmartFridge.COMMAND B-SmartFridge.CommandQuestion B-SmartFridge.CommandFeature O B-SmartFridge.DEVICE SmartFridge
BOS что из пищи осталось EOS O	B-SmartFridge.ParameterValueQuestion O B-SmartFridge.CommandFeature B-SmartFridge.FeatureState SmartFridge
BOS нужно ли покупать продукты EOS O	B-SmartFridge.ParameterValueQuestion O B-SmartFridge.Action B-SmartFridge.CommandFeature SmartFridge
BOS у нас найдутся какиенибудь овощи EOS O	O O B-SmartFridge.CommandFeature O I-SmartFridge.CommandFeature SmartFridge
BOS какие у нас есть орехи EOS O	B-SmartFridge.ParameterValueQuestion O O B-SmartFridge.CommandFeature I-SmartFridge.CommandFeature SmartFridge
BOS когда я поеду сделай кофе EOS O	O O O B-CoffeeMachine.COMMAND B-CoffeeMachine.CommandFeature CoffeeMachine
BOS проверь состояние кофеварки EOS O	B-CoffeeMachine.Request I-CoffeeMachine.Request B-CoffeeMachine.DEVICE CoffeeMachine
BOS сколько кофе осталось EOS O	B-CoffeeMachine.RequestQuestion B-CoffeeMachine.DeviceFeature B-CoffeeMachine.Analytics CoffeeMachine
BOS количество кофе EOS O	B-CoffeeMachine.DeviceFeature I-CoffeeMachine.DeviceFeature CoffeeMachine
BOS какая кофемашина стоит в комнате EOS O	B-CoffeeMachine.CommandQuestion B-CoffeeMachine.DEVICE O O B-CoffeeMachine.LOC CoffeeMachine
BOS подогрей кофе завтра к полуночи EOS O	B-CoffeeMachine.COMMAND B-CoffeeMachine.CommandFeature O O O CoffeeMachine
BOS каждый день проверяй кофеварку в доме EOS O	O O B-CoffeeMachine.COMMAND B-CoffeeMachine.DEVICE O B-CoffeeMachine.LOC CoffeeMachine
BOS энергопотребление за последнее время EOS O	B-SmartElectricityMeter.DeviceFeature O I-SmartElectricityMeter.DeviceFeature I-SmartElectricityMeter.DeviceFeature SmartElectricityMeter
BOS сколько в прошлом месяце было за электричество EOS O	B-SmartElectricityMeter.ParameterValueQuestion O B-SmartElectricityMeter.Duration I-SmartElectricityMeter.Duration B-SmartElectricityMeter.Action O B-SmartElectricityMeter.ParameterFeature SmartElectricityMeter
BOS сколько в этом месяце уплачено за электричество EOS O	B-SmartElectricityMeter.ParameterValueQuestion O B-SmartElectricityMeter.Duration I-SmartElectricityMeter.Duration B-SmartElectricityMeter.Action O B-SmartElectricityMeter.ParameterFeature SmartElectricityMeter
BOS выключи электричество в спальне EOS O	B-SmartElectricityMeter.COMMAND B-SmartElectricityMeter.CommandFeature O B-SmartElectricityMeter.LOC SmartElectricityMeter
BOS включай электричество в комнате EOS O	B-SmartElectricityMeter.COMMAND B-SmartElectricityMeter.CommandFeature O B-SmartElectricityMeter.LOC SmartElectricityMeter
BOS выключи электричество в ванной EOS O	B-SmartElectricityMeter.COMMAND B-SmartElectricityMeter.CommandFeature O B-SmartElectricityMeter.LOC SmartElectricityMeter
BOS сколько в этом месяце было за электричество EOS O	B-SmartElectricityMeter.ParameterValueQuestion O O O O O B-SmartElectricityMeter.CommandFeature SmartElectricityMeter
BOS выключай свет когда я выйду из комнаты EOS O	B-SmartElectricityMeter.COMMAND B-SmartElectricityMeter.CommandFeature O B-SmartElectricityMeter.Actor B-SmartElectricityMeter.Action O B-SmartElectricityMeter.LOC SmartElectricityMeter
BOS сколько в этом году я заплатил за свет EOS O	B-SmartElectricityMeter.ParameterValueQuestion O O O B-SmartElectricityMeter.Actor B-SmartElectricityMeter.Action O O SmartElectricityMeter
BOS температура воды EOS O	B-WaterTapRelay.DeviceFeature I-WaterTapRelay.DeviceFeature WaterTapRelay
BOS я хочу принять ванну EOS O	B-WaterTapRelay.Actor B-WaterTapRelay.Action I-WaterTapRelay.Action B-WaterTapRelay.CommandFeature WaterTapRelay
BOS наполни горячую ванную к моему приходу EOS O	B-WaterTapRelay.COMMAND B-WaterTapRelay.FeatureState B-WaterTapRelay.CommandFeature O B-WaterTapRelay.Actor B-WaterTapRelay.Action WaterTapRelay
BOS при появлении кота на газоне включи распыление воды 3 раза за раз EOS O	O B-WaterTapRelay.Action B-WaterTapRelay.Actor O B-WaterTapRelay.LOC B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature I-WaterTapRelay.CommandFeature O O O O WaterTapRelay
BOS сделай напор сильнее EOS O	B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature B-WaterTapRelay.Quantifier WaterTapRelay
BOS отключи водопровод в гостинной EOS O	B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature O B-WaterTapRelay.LOC WaterTapRelay
BOS полностью перекрой воду EOS O	B-WaterTapRelay.Quantifier B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature WaterTapRelay
BOS сделай погорячее EOS O	B-WaterTapRelay.COMMAND O WaterTapRelay
BOS помой ягоды и огурцы EOS O	B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature O I-WaterTapRelay.CommandFeature WaterTapRelay
BOS включи воду EOS O	B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature WaterTapRelay
BOS набери ванную EOS O	B-WaterTapRelay.COMMAND B-WaterTapRelay.CommandFeature WaterTapRelay
BOS я пытаюсь принять ванную EOS O	B-WaterTapRelay.Actor B-WaterTapRelay.Action I-WaterTapRelay.Action B-WaterTapRelay.CommandFeature WaterTapRelay
BOS утюг разогрей буду гладить нейлон EOS O	B-SmartIron.DEVICE B-SmartIron.COMMAND O O B-SmartIron.DeviceParameterValue SmartIron
BOS включен ли утюг EOS O	B-SmartIron.DeviceState O B-SmartIron.DEVICE SmartIron
BOS включи утюг я хочу погладить шелковую блузку EOS O	B-SmartIron.COMMAND B-SmartIron.DEVICE B-SmartIron.Actor B-SmartIron.Action I-SmartIron.Action B-SmartIron.DeviceParameterValue O SmartIron
BOS поставь утюг на шерсть EOS O	B-SmartIron.COMMAND B-SmartIron.DEVICE O B-SmartIron.DeviceParameterValue SmartIron
BOS включи воду EOS O	B-WaterSupplySensor.COMMAND B-WaterSupplySensor.DeviceFeature WaterSupplySensor
BOS расход воды EOS O	B-WaterSupplySensor.DeviceFeature I-WaterSupplySensor.DeviceFeature WaterSupplySensor
BOS уровень заряда квадрокоптера EOS O	O B-Quadrocopter.DeviceFeature B-Quadrocopter.DEVICE Quadrocopter
BOS влажность EOS O	B-Humidifier.DeviceFeature Humidifier
BOS если уровень влажности в комнате меньше n то включи увлажнитель EOS O	O O O O O O O O O B-Humidifier.COMMAND Humidifier
BOS установи влажность на 8 и температуру на 23 EOS O	B-Humidifier.COMMAND B-Humidifier.DeviceParameter O B-Humidifier.DeviceParameterValue O O O O Humidifier
BOS мне надо добраться до число поликлиники EOS O	B-SmartCar.Actor B-SmartCar.COMMAND I-SmartCar.COMMAND O B-SmartCar.CommandParameterValue B-SmartCar.LOC SmartCar
BOS мне придется доехать до число больницы EOS O	B-SmartCar.Actor B-SmartCar.COMMAND I-SmartCar.COMMAND O B-SmartCar.CommandParameterValue B-SmartCar.LOC SmartCar
BOS проедь 500 метров EOS O	B-SmartCar.COMMAND B-SmartCar.CommandParameterValue B-SmartCar.CommandParameter SmartCar
BOS довези меня в больницу число EOS O	B-SmartCar.COMMAND B-SmartCar.Actor B-SmartCar.LOC I-SmartCar.LOC O SmartCar
BOS мне придется доехать до число поликлиники EOS O	B-SmartCar.Actor B-SmartCar.COMMAND I-SmartCar.COMMAND O B-SmartCar.CommandParameterValue B-SmartCar.LOC SmartCar
BOS отвези меня до поликлиники завтра EOS O	B-SmartCar.COMMAND B-SmartCar.Actor O B-SmartCar.LOC O SmartCar
BOS распечатай документ название через число секунд EOS O	B-Printer.COMMAND B-Printer.CommandFeature I-Printer.CommandFeature O O O Printer
BOS распечатай паспорт название через число часа EOS O	B-Printer.COMMAND B-Printer.CommandFeature I-Printer.CommandFeature O O O Printer
BOS распечатай паспорт название через число часа EOS O	B-Printer.COMMAND B-Printer.CommandFeature I-Printer.CommandFeature O O O Printer
BOS сделай копию паспорта EOS O	B-Printer.COMMAND B-Printer.CommandFeature I-Printer.CommandFeature Printer
BOS заполни документ EOS O	B-Printer.COMMAND B-Printer.CommandFeature Printer
BOS распечатай документ спустя 2 часа EOS O	B-Printer.COMMAND B-Printer.CommandFeature O O O Printer
BOS распечатай документ через 5 минут EOS O	B-Printer.COMMAND B-Printer.CommandFeature O O O Printer
BOS разогрей мне завтрак EOS O	B-SmartMicrowave.COMMAND B-SmartMicrowave.Actor B-SmartMicrowave.CommandFeature SmartMicrowave
BOS сколько дней стоит суп в микроволновке EOS O	B-SmartMicrowave.ParameterValueQuestion B-SmartMicrowave.ParameterValue B-SmartMicrowave.FeatureState B-SmartMicrowave.CommandFeature O B-SmartMicrowave.DEVICE SmartMicrowave
BOS если на улице меньше 10 температура включи подогрев пола EOS O	O O O B-HeatingFloor.IntensityQuantifier B-HeatingFloor.DeviceParameterValue O B-HeatingFloor.COMMAND B-HeatingFloor.DeviceFeature I-HeatingFloor.DeviceFeature HeatingFloor
BOS сделай тост EOS O	B-SmartToaster.COMMAND B-SmartToaster.CommandFeature SmartToaster
BOS подсвети путь на кухню EOS O	B-FloorLite.COMMAND B-FloorLite.CommandFeature O B-FloorLite.LOC FloorLite
BOS включи подсветку к 7 вечера EOS O	B-FloorLite.COMMAND O B-FloorLite.CommandFeature O O FloorLite
BOS проветри спальню ко сну EOS O	B-WindowStatusSensor.COMMAND B-WindowStatusSensor.LOC O O WindowStatusSensor
